"","nearest_pow","dist_nearest_pow"
"195",1526,0.0191324999999978
"196",257,0.00375919999999397
"197",798,0.0290776000000008
"198",622,0.0011339000000028
"199",1538,0.00122319999999831
"200",294,0.0016557000000077
"201",674,0.000418200000005697
"202",1518,0.0184102000000053
"203",622,0.0011339000000028
"204",361,0.0021450999999999
"205",361,0.0021450999999999
"206",1139,0.00080239999999776
"207",931,0.0385998000000001
"208",873,0.0210081000000031
"209",223,0.00138969999999716
"210",1462,0.0475245000000015
"211",1144,0.0017294000000021
"212",622,0.0011339000000028
"213",17,0.00734320000000821
"214",17,0.00734320000000821
"215",17,0.00734320000000821
"216",681,0.0062262000000004
"217",17,0.00734320000000821
"218",1661,0.00452669999999955
"219",201,0.00242970000000042
"220",1387,0.000423500000003685
"221",622,0.0011339000000028
"222",622,0.0011339000000028
"223",674,0.000418200000005697
"224",1139,0.00080239999999776
"225",1056,0.000255799999994366
"226",681,0.0062262000000004
"227",921,0.016510199999999
"228",1663,0.00501079999999376
"229",930,0.0177800000000055
"230",361,0.0021450999999999
"231",867,0.0224554999999995
"232",330,0.00723099999999732
"233",663,0.00178160000000105
"234",866,0.0011844999999937
"235",1056,0.000255799999994366
"236",361,0.0021450999999999
"237",68,0.000337200000000593
"238",201,0.00242970000000042
"239",1510,0.00171860000000024
"240",1571,0.00688920000000337
"241",1526,0.0191324999999978
"242",387,0.000762500000007549
"243",622,0.0011339000000028
"244",424,0.0215570000000049
"245",931,0.0385998000000001
"246",935,0.0756097000000011
"247",873,0.0210081000000031
"248",1139,0.00080239999999776
"249",1139,0.00080239999999776
"250",1498,0.0461880999999948
"251",1462,0.0475245000000015
"252",1182,0.004833799999993
"253",1139,0.00080239999999776
"254",921,0.016510199999999
"255",201,0.00242970000000042
"256",1426,0.00194799999999162
"257",1431,0.00860000000000127
"258",1518,0.0184102000000053
"259",914,0.0025528999999942
"260",369,0.00270889999999824
"261",622,0.0011339000000028
"262",1518,0.0184102000000053
"263",931,0.0185574000000059
"264",1387,0.000423500000003685
"265",866,0.0011844999999937
"266",500,0.00110830000000206
"267",1522,0.00470430000000377
"268",1510,0.00171860000000024
"269",874,0.00858080000000072
"270",931,0.0385998000000001
"271",931,0.0185574000000059
"272",424,0.0215570000000049
"273",1056,0.000255799999994366
"274",1238,0.000263699999997868
"275",1139,0.00080239999999776
"276",866,0.0011844999999937
"277",1526,0.0191324999999978
"278",500,0.00110830000000206
"279",1663,0.00501079999999376
"280",622,0.0011339000000028
"281",361,0.0021450999999999
"282",622,0.0011339000000028
"283",132,0.00208879999999567
"284",1680,0.00574600000000558
"285",1518,0.0184102000000053
"286",1139,0.00080239999999776
"287",1144,0.0017294000000021
"288",1379,0.0205567000000002
"289",361,0.0021450999999999
"290",424,0.0215570000000049
"291",866,0.0011844999999937
"292",201,0.00242970000000042
"293",1462,0.0475245000000015
"294",361,0.0021450999999999
"295",1931,0.031622800000001
"296",1139,0.00080239999999776
"297",1235,0.00675779999999548
"298",1387,0.000423500000003685
"299",1543,0.103322799999997
"300",361,0.0021450999999999
